Наети на постоянна работа;брой лица в хиляди;2008Q3;2805.0;
Наети на постоянна работа;брой лица в хиляди;2008Q4;2822.3;
Наети на постоянна работа;брой лица в хиляди;2009Q1;2773.4;
Наети на постоянна работа;брой лица в хиляди;2009Q2;2728.7;
Наети на постоянна работа;брой лица в хиляди;2009Q3;2696.1;
Наети на постоянна работа;брой лица в хиляди;2009Q4;2653.5;
Наети на постоянна работа;брой лица в хиляди;2010Q1;2572.1;
Наети на постоянна работа;брой лица в хиляди;2010Q2;2570.5;
Наети на постоянна работа;брой лица в хиляди;2010Q3;2573.1;
Наети на постоянна работа;брой лица в хиляди;2010Q4;2554.4;
Наети на постоянна работа;брой лица в хиляди;2011Q1;2467.2;
Наети на постоянна работа;брой лица в хиляди;2011Q2;2477.7;
Наети на постоянна работа;брой лица в хиляди;2011Q3;2522.5;
Наети на постоянна работа;брой лица в хиляди;2011Q4;2528.9;
Наети на постоянна работа;брой лица в хиляди;2012Q1;2457.0;
Наети на постоянна работа;брой лица в хиляди;2012Q2;2452.6;
Наети на постоянна работа;брой лица в хиляди;2012Q3;2514.4;
Наети на постоянна работа;брой лица в хиляди;2012Q4;2487.6;
Наети на постоянна работа;брой лица в хиляди;2013Q1;2415.6;
Наети на постоянна работа;брой лица в хиляди;2013Q2;2430.9;
Наети на постоянна работа;брой лица в хиляди;2013Q3;2454.9;
Наети на постоянна работа;брой лица в хиляди;2013Q4;2429.3;
Наети на постоянна работа;брой лица в хиляди;2014Q1;2419.9;
Наети на постоянна работа;брой лица в хиляди;2014Q2;2464.1;
Наети на постоянна работа;брой лица в хиляди;2014Q3;2498.0;
Наети на постоянна работа;брой лица в хиляди;2014Q4;2499.0;
Наети на постоянна работа;брой лица в хиляди;2015Q1;2497.8;
Наети на постоянна работа;брой лица в хиляди;2015Q2;2525.1;
Наети на постоянна работа;брой лица в хиляди;2015Q3;2565.4;
Наети на постоянна работа;брой лица в хиляди;2015Q4;2605.1;
Наети на постоянна работа;брой лица в хиляди;2016Q1;2535.7;
Наети на постоянна работа;брой лица в хиляди;2016Q2;2550.6;
Наети на постоянна работа;брой лица в хиляди;2016Q3;2556.3;
Наети на постоянна работа;брой лица в хиляди;2016Q4;2565.3;
Наети на постоянна работа;брой лица в хиляди;2017Q1;2584.9;
Наети на постоянна работа;брой лица в хиляди;2017Q2;2650.7;
Наети на постоянна работа;брой лица в хиляди;2017Q3;2685.9;
Наети на постоянна работа;брой лица в хиляди;2017Q4;2680.2;
Наети на постоянна работа;брой лица в хиляди;2018Q1;2635.5;
Наети на постоянна работа;брой лица в хиляди;2018Q2;2667.5;
Наети на постоянна работа;брой лица в хиляди;2018Q3;2692.4;
Наети на постоянна работа;брой лица в хиляди;2018Q4;2689.3;
Наети на постоянна работа;брой лица в хиляди;2019Q1;2697.7;
Наети на постоянна работа;брой лица в хиляди;2019Q2;2778.6;
Наети на постоянна работа;брой лица в хиляди;2019Q3;2793.5;
Наети на работа за определен период от време;брой лица в хиляди;2008Q1;120.0;
Наети на работа за определен период от време;брой лица в хиляди;2008Q2;151.5;
Наети на работа за определен период от време;брой лица в хиляди;2008Q3;181.7;
Наети на работа за определен период от време;брой лица в хиляди;2008Q4;141.3;
Наети на работа за определен период от време;брой лица в хиляди;2009Q1;109.2;
Наети на работа за определен период от време;брой лица в хиляди;2009Q2;152.6;
Наети на работа за определен период от време;брой лица в хиляди;2009Q3;155.8;
Наети на работа за определен период от време;брой лица в хиляди;2009Q4;121.0;
Наети на работа за определен период от време;брой лица в хиляди;2010Q1;96.3;
Наети на работа за определен период от време;брой лица в хиляди;2010Q2;131.2;
Наети на работа за определен период от време;брой лица в хиляди;2010Q3;150.1;
Наети на работа за определен период от време;брой лица в хиляди;2010Q4;107.3;
Наети на работа за определен период от време;брой лица в хиляди;2011Q1;79.0;
Наети на работа за определен период от време;брой лица в хиляди;2011Q2;106.3;
Наети на работа за определен период от време;брой лица в хиляди;2011Q3;138.4;
Наети на работа за определен период от време;брой лица в хиляди;2011Q4;104.5;
Наети на работа за определен период от време;брой лица в хиляди;2012Q1;80.4;
Наети на работа за определен период от време;брой лица в хиляди;2012Q2;124.2;
Наети на работа за определен период от време;брой лица в хиляди;2012Q3;146.3;
Наети на работа за определен период от време;брой лица в хиляди;2012Q4;113.7;
Наети на работа за определен период от време;брой лица в хиляди;2013Q1;117.3;
Наети на работа за определен период от време;брой лица в хиляди;2013Q2;158.9;
Наети на работа за определен период от време;брой лица в хиляди;2013Q3;179.6;
Наети на работа за определен период от време;брой лица в хиляди;2013Q4;128.3;
Наети на работа за определен период от време;брой лица в хиляди;2014Q1;121.1;
Наети на работа за определен период от време;брой лица в хиляди;2014Q2;149.2;
Наети на работа за определен период от време;брой лица в хиляди;2014Q3;171.3;
Наети на работа за определен период от време;брой лица в хиляди;2014Q4;114.0;
Наети на работа за определен период от време;брой лица в хиляди;2015Q1;96.4;
Наети на работа за определен период от време;брой лица в хиляди;2015Q2;121.6;
Наети на работа за определен период от време;брой лица в хиляди;2015Q3;157.3;
Наети на работа за определен период от време;брой лица в хиляди;2015Q4;100.1;
Наети на работа за определен период от време;брой лица в хиляди;2016Q1;86.5;
Наети на работа за определен период от време;брой лица в хиляди;2016Q2;119.2;
Наети на работа за определен период от време;брой лица в хиляди;2016Q3;140.9;
Наети на работа за определен период от време;брой лица в хиляди;2016Q4;97.0;
Наети на работа за определен период от време;брой лица в хиляди;2017Q1;94.4;
Наети на работа за определен период от време;брой лица в хиляди;2017Q2;141.7;
Наети на работа за определен период от време;брой лица в хиляди;2017Q3;153.6;
Наети на работа за определен период от време;брой лица в хиляди;2017Q4;110.2;
Наети на работа за определен период от време;брой лица в хиляди;2018Q1;98.1;
Наети на работа за определен период от време;брой лица в хиляди;2018Q2;118.1;
Наети на работа за определен период от време;брой лица в хиляди;2018Q3;139.5;
Наети на работа за определен период от време;брой лица в хиляди;2018Q4;101.3;
Наети на работа за определен период от време;брой лица в хиляди;2019Q1;92.1;
Наети на работа за определен период от време;брой лица в хиляди;2019Q2;134.0;
Наети на работа за определен период от време;брой лица в хиляди;2019Q3;159.7;
