VID;2011;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;5.5;
VID;2011;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;0.8;
VID;2011;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.1;
VID;2012;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;17670;
VID;2012;Произведена продукция;хиляди левове;502597;
VID;2012;Добавена стойност по факторни разходи;хиляди левове;172821;
VID;2012;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;93.1;
VID;2012;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;5.8;
VID;2012;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.0;
VID;2012;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.1;
VID;2013;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;17665;
VID;2013;Произведена продукция;хиляди левове;508713;
VID;2013;Добавена стойност по факторни разходи;хиляди левове;180193;
VID;2013;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;93.4;
VID;2013;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;5.6;
VID;2013;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;0.9;
VID;2013;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.1;
VID;2014;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;17162;
VID;2014;Произведена продукция;хиляди левове;491494;
VID;2014;Добавена стойност по факторни разходи;хиляди левове;179708;
VID;2014;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;93.8;
VID;2014;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;5.1;
VID;2014;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.0;
VID;2014;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.1;
VID;2015;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;16823;
VID;2015;Произведена продукция;хиляди левове;516865;
VID;2015;Добавена стойност по факторни разходи;хиляди левове;196007;
VID;2015;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;93.5;
VID;2015;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;5.3;
VID;2015;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.1;
VID;2015;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.1;
VID;2016;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;16474;
VID;2016;Произведена продукция;хиляди левове;508506;
VID;2016;Добавена стойност по факторни разходи;хиляди левове;214521;
VID;2016;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;93.5;
VID;2016;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;5.4;
VID;2016;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.1;
VID;2016;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.1;
VID;2017;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;16522;
VID;2017;Произведена продукция;хиляди левове;558169;
VID;2017;Добавена стойност по факторни разходи;хиляди левове;238595;
VID;2017;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;93.4;
VID;2017;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;5.4;
VID;2017;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.1;
VID;2017;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.1;
VID;2018;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;16472;
VID;2018;Произведена продукция;хиляди левове;590135;
VID;2018;Добавена стойност по факторни разходи;хиляди левове;247883;
VID;2018;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;93.6;
VID;2018;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;5.1;
VID;2018;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.2;
VID;2018;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.1;
VID;2019;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;15673;
VID;2019;Произведена продукция;хиляди левове;627405;
VID;2019;Добавена стойност по факторни разходи;хиляди левове;306523;
VID;2019;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;93.6;
VID;2019;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;5.2;
VID;2019;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.1;
VID;2019;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.1;
VRC;2005;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;48439;
VRC;2005;Произведена продукция;хиляди левове;1374030;
VRC;2005;Добавена стойност по факторни разходи;хиляди левове;538845;
VRC;2005;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;89.7;
VRC;2005;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;7.8;
VRC;2005;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;2.2;
VRC;2005;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.3;
VRC;2006;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;49082;
VRC;2006;Произведена продукция;хиляди левове;1515847;
VRC;2006;Добавена стойност по факторни разходи;хиляди левове;513255;
VRC;2006;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;90.5;
VRC;2006;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;7.3;
VRC;2006;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.9;
VRC;2006;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.3;
VRC;2007;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;49206;
VRC;2007;Произведена продукция;хиляди левове;1617412;
VRC;2007;Добавена стойност по факторни разходи;хиляди левове;625992;
VRC;2007;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;90.1;
VRC;2007;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;7.6;
VRC;2007;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;2.0;
VRC;2007;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.3;
VRC;2008;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;48438;
VRC;2008;Произведена продукция;хиляди левове;2074406;
VRC;2008;Добавена стойност по факторни разходи;хиляди левове;830719;
VRC;2008;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;90.2;
VRC;2008;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;7.7;
VRC;2008;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.9;
VRC;2008;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.2;
VRC;2009;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;47692;
VRC;2009;Произведена продукция;хиляди левове;1872285;
VRC;2009;Добавена стойност по факторни разходи;хиляди левове;791546;
VRC;2009;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;91.5;
VRC;2009;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;6.8;
VRC;2009;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.5;
VRC;2009;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.2;
VRC;2010;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;42157;
VRC;2010;Произведена продукция;хиляди левове;1866416;
VRC;2010;Добавена стойност по факторни разходи;хиляди левове;896515;
VRC;2010;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;92.6;
VRC;2010;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;5.9;
VRC;2010;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.3;
VRC;2010;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.2;
VRC;2011;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;41118;
VRC;2011;Произведена продукция;хиляди левове;2021699;
VRC;2011;Добавена стойност по факторни разходи;хиляди левове;945569;
VRC;2011;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;92.1;
VRC;2011;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;6.3;
VRC;2011;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.4;
VRC;2011;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.2;
VRC;2012;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;40506;
VRC;2012;Произведена продукция;хиляди левове;2013207;
VRC;2012;Добавена стойност по факторни разходи;хиляди левове;974386;
VRC;2012;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;92.0;
VRC;2012;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;6.4;
VRC;2012;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.4;
VRC;2012;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.2;
VRC;2013;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;40214;
VRC;2013;Произведена продукция;хиляди левове;1905693;
VRC;2013;Добавена стойност по факторни разходи;хиляди левове;825445;
VRC;2013;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;92.2;
VRC;2013;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;6.3;
VRC;2013;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.4;
VRC;2013;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.1;
VRC;2014;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;38608;
VRC;2014;Произведена продукция;хиляди левове;2059271;
VRC;2014;Добавена стойност по факторни разходи;хиляди левове;929332;
VRC;2014;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;92.4;
VRC;2014;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;6.1;
VRC;2014;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.4;
VRC;2014;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.1;
VRC;2015;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;37200;
VRC;2015;Произведена продукция;хиляди левове;2073569;
VRC;2015;Добавена стойност по факторни разходи;хиляди левове;940931;
VRC;2015;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;92.4;
VRC;2015;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;6.1;
VRC;2015;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.4;
VRC;2015;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.1;
VRC;2016;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;36089;
VRC;2016;Произведена продукция;хиляди левове;2087206;
VRC;2016;Добавена стойност по факторни разходи;хиляди левове;952814;
VRC;2016;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;92.6;
VRC;2016;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;5.9;
VRC;2016;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.4;
VRC;2016;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.1;
VRC;2017;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;38618;
VRC;2017;Произведена продукция;хиляди левове;2277377;
VRC;2017;Добавена стойност по факторни разходи;хиляди левове;1107562;
VRC;2017;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;92.4;
VRC;2017;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;6.1;
VRC;2017;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.4;
VRC;2017;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.1;
VRC;2018;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;38126;
VRC;2018;Произведена продукция;хиляди левове;2525992;
VRC;2018;Добавена стойност по факторни разходи;хиляди левове;1271561;
VRC;2018;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;92.6;
VRC;2018;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;6.0;
VRC;2018;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.3;
VRC;2018;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.1;
VRC;2019;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;38130;
VRC;2019;Произведена продукция;хиляди левове;2789253;
VRC;2019;Добавена стойност по факторни разходи;хиляди левове;1492612;
VRC;2019;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;92.8;
VRC;2019;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;5.9;
VRC;2019;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.2;
VRC;2019;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.1;
LOV;2005;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;41437;
LOV;2005;Произведена продукция;хиляди левове;910337;
LOV;2005;Добавена стойност по факторни разходи;хиляди левове;277620;
LOV;2005;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;89.7;
LOV;2005;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;8.0;
LOV;2005;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.9;
LOV;2005;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.4;
LOV;2006;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;41749;
LOV;2006;Произведена продукция;хиляди левове;1079085;
LOV;2006;Добавена стойност по факторни разходи;хиляди левове;276729;
LOV;2006;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;89.3;
LOV;2006;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;8.4;
LOV;2006;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.9;
LOV;2006;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.4;
LOV;2007;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;42087;
LOV;2007;Произведена продукция;хиляди левове;1253545;
LOV;2007;Добавена стойност по факторни разходи;хиляди левове;362729;
LOV;2007;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;89.4;
LOV;2007;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;8.4;
LOV;2007;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.9;
LOV;2007;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.3;
LOV;2008;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;42073;
LOV;2008;Произведена продукция;хиляди левове;1413895;
LOV;2008;Добавена стойност по факторни разходи;хиляди левове;448316;
LOV;2008;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;89.7;
LOV;2008;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;8.4;
LOV;2008;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.7;
LOV;2008;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.3;
LOV;2009;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;37741;
LOV;2009;Произведена продукция;хиляди левове;1124652;
LOV;2009;Добавена стойност по факторни разходи;хиляди левове;351495;
LOV;2009;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;90.8;
LOV;2009;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;7.6;
LOV;2009;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.4;
LOV;2009;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.2;
LOV;2010;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;34199;
LOV;2010;Произведена продукция;хиляди левове;1129789;
LOV;2010;Добавена стойност по факторни разходи;хиляди левове;342303;
LOV;2010;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;91.8;
LOV;2010;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;6.7;
LOV;2010;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.3;
LOV;2010;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.2;
LOV;2011;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;34597;
LOV;2011;Произведена продукция;хиляди левове;1298676;
LOV;2011;Добавена стойност по факторни разходи;хиляди левове;387394;
LOV;2011;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;91.3;
LOV;2011;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;7.2;
LOV;2011;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.3;
LOV;2011;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.2;
LOV;2012;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;34532;
LOV;2012;Произведена продукция;хиляди левове;1362993;
LOV;2012;Добавена стойност по факторни разходи;хиляди левове;385546;
LOV;2012;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;91.9;
LOV;2012;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;6.7;
LOV;2012;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.2;
LOV;2012;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.2;
LOV;2013;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;34704;
LOV;2013;Произведена продукция;хиляди левове;1478283;
LOV;2013;Добавена стойност по факторни разходи;хиляди левове;416833;
LOV;2013;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;91.9;
LOV;2013;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;6.6;
LOV;2013;Относителен дял на предприятията с 50-249 заети лица в общия брой предприятия за областта;процент;1.3;
LOV;2013;Относителен дял на предприятията с повече от 250 заети лица в общия брой предприятия за областта;процент;0.2;
LOV;2014;Среден списъчен брой на наети лица по трудово и служебно правоотношение;брой;33989;
LOV;2014;Произведена продукция;хиляди левове;1569865;
LOV;2014;Добавена стойност по факторни разходи;хиляди левове;463921;
LOV;2014;Относителен дял на предприятията с до 9 заети лица в общия брой предприятия за областта;процент;92.0;
LOV;2014;Относителен дял на предприятията с 10-49 заети лица в общия брой предприятия за областта;процент;6.5;
